N;Q
1557.9999999999998; 147.57537929697963
1559.0000000000002; 147.51803895383858
1560.0000000000002; 147.45244469244238
1561.0000000000002; 147.38152962837677
1561.9999999999998; 147.30824723019822
1562.9999999999998; 147.23603540642037
1564.0000000000002; 147.16882575041515
1565.0000000000002; 147.11057205771257
1566.0000000000002; 147.06522812384281
1566.9999999999998; 147.03673326541875
1567.9999999999998; 147.02606763872458
1569.0000000000002; 147.02766251832873
1570.0000000000002; 147.03507128892258
1571.0000000000002; 147.04184733519784
1571.9999999999998; 147.04154404184595
1572.9999999999998; 147.02896141146525
1574.0000000000002; 147.0053795444873
1575.0000000000002; 146.97417750614431
1576.0000000000002; 146.93873543854406
1576.9999999999998; 146.90243348379423
1577.9999999999998; 146.8684782023461
1578.9999999999998; 146.8377032075847
1580.0000000000002; 146.80922375994575
1581.0000000000002; 146.78211674750565
1581.9999999999998; 146.75545905834068
1582.9999999999998; 146.72833520656107
1583.9999999999998; 146.70028726831828
1585.0000000000002; 146.67156654092722
1586.0000000000002; 146.6424853299752
1586.9999999999998; 146.61335594104924
1587.9999999999998; 146.58449067099144
1588.9999999999998; 146.55608095818394
1590.0000000000002; 146.527893810934
1591.0000000000002; 146.49960311881662
1591.9999999999998; 146.47088277140696
1592.9999999999998; 146.44140665827996
1593.9999999999998; 146.41094270804214
1595.0000000000002; 146.38006751822428
1596.0000000000002; 146.34976993911081
1596.9999999999998; 146.32104210681425
1597.9999999999998; 146.29487615744753
1598.9999999999998; 146.27218717921164
1600.0000000000002; 146.25177588907735
1601.0000000000002; 146.23011895421095
1601.9999999999998; 146.2035739405865
1602.9999999999998; 146.168498414178
1603.9999999999998; 146.1212596451916
1605.0000000000002; 146.06117059311407
1606.0000000000002; 145.99461799600493
1606.9999999999998; 145.92902861265634
1607.9999999999998; 145.8718292018607
1608.9999999999998; 145.83044652241009
1610.0000000000002; 145.8105755032682
1611.0000000000002; 145.80807562343477
1611.9999999999998; 145.81533871184334
1612.9999999999998; 145.8247526909468
1613.9999999999998; 145.82870548319812
1615.0000000000002; 145.82001094253755
1616.0000000000002; 145.79800477130212
1616.9999999999998; 145.76712033402512
1617.9999999999998; 145.73192665850647
1618.9999999999998; 145.69699277254594
1620.0000000000002; 145.6668450311188
1621.0000000000002; 145.64282139517468
1621.9999999999998; 145.62091825794437
1622.9999999999998; 145.59662242697405
1623.9999999999998; 145.56542070980996
1625.0000000000002; 145.52279992000823
1626.0000000000002; 145.46630828730522
1626.9999999999998; 145.40138896682873
1627.9999999999998; 145.33537485939542
1628.9999999999998; 145.275598865822
1630.0000000000002; 145.22939388692524
1631.0000000000002; 145.2032240758852
1632.0000000000002; 145.19531675323944
1632.9999999999998; 145.19935370169128
1633.9999999999998; 145.2089690340238
1635.0000000000002; 145.2177968630199
1636.0000000000002; 145.2195540938748
1637.0000000000002; 145.2106017730507
1637.9999999999998; 145.19043613007318
1638.9999999999998; 145.1587352893975
1640.0000000000002; 145.11517737547877
1641.0000000000002; 145.05944455896514
1642.0000000000002; 144.9931977566942
1642.9999999999998; 144.92325935498567
1643.9999999999998; 144.85728274323588
1645.0000000000002; 144.80292131084119
1646.0000000000002; 144.767828447198
1647.0000000000002; 144.7576264659518
1647.9999999999998; 144.76532240193904
1648.9999999999998; 144.7790869861184
1649.9999999999998; 144.78708106004535
1651.0000000000002; 144.77746546527536
1652.0000000000002; 144.7390266655172
1652.9999999999998; 144.67133449257486
1653.9999999999998; 144.5830532228187
1654.9999999999998; 144.48313189463718
1656.0000000000002; 144.38051954641864
1657.0000000000002; 144.28413632439293
1657.9999999999998; 144.20014737963118
1658.9999999999998; 144.12972561918838
1659.9999999999998; 144.07351741275045
1661.0000000000002; 144.03216913000315
1662.0000000000002; 144.0063271406322
1662.9999999999998; 143.99567587248725
1663.9999999999998; 143.99588098037788
1664.9999999999998; 144.0015587914303
1666.0000000000002; 144.0073256297118
1667.0000000000002; 144.00779781928935
1667.9999999999998; 143.99803042037743
1668.9999999999998; 143.97767740346458
1669.9999999999998; 143.94913783913267
1671.0000000000002; 143.91484753783152
1672.0000000000002; 143.87724231001056
1672.9999999999998; 143.83875078781054
1673.9999999999998; 143.80153187232494
1674.9999999999998; 143.76739937606976
1676.0000000000002; 143.7381445743777
1677.0000000000002; 143.71555874258178
1677.9999999999998; 143.7014317945255
1678.9999999999998; 143.69634509618976
1679.9999999999998; 143.69745215555338
1681.0000000000002; 143.70130290203383
1682.0000000000002; 143.7044472650487
1682.9999999999998; 143.7034351740156
1683.9999999999998; 143.69511321561555
1684.9999999999998; 143.67834571303047
1686.0000000000002; 143.65283722280842
1687.0000000000002; 143.618295069549
1687.9999999999998; 143.5744265778516
1688.9999999999998; 143.5210653402216
1689.9999999999998; 143.46050884474812
1691.0000000000002; 143.39729617947577
1692.0000000000002; 143.33604811658887
1692.9999999999998; 143.28138542827173
1693.9999999999998; 143.23790269098345
1694.9999999999998; 143.20690786409233
1696.0000000000002; 143.18326192732906
1697.0000000000002; 143.16107614975434
1697.9999999999998; 143.1344618004286
1698.9999999999998; 143.09753014841257
1699.9999999999998; 143.0462187927144
1701.0000000000002; 142.984789644076
1702.0000000000002; 142.91987500015472
1702.9999999999998; 142.8581073301264
1703.9999999999998; 142.80611910316688
1704.9999999999998; 142.770107179003
1706.0000000000002; 142.7512044575159
1707.0000000000002; 142.74727676771877
1707.9999999999998; 142.75613548744357
1708.9999999999998; 142.77559199452213
1709.9999999999998; 142.80338641022448
1711.0000000000002; 142.83406791512502
1712.0000000000002; 142.85777918334423
1713.0000000000002; 142.86434055198094
1713.9999999999998; 142.84357235813397
1714.9999999999998; 142.78529806030397
1716.0000000000002; 142.68542511929724
1717.0000000000002; 142.55864403131983
1718.0000000000002; 142.42325870534964
1718.9999999999998; 142.29757305036446
1719.9999999999998; 142.1998909753423
1721.0000000000002; 142.14580405706187
1722.0000000000002; 142.13067042023124
1723.0000000000002; 142.1407055555515
1723.9999999999998; 142.16208021960193
1724.9999999999998; 142.18096516896162
1725.9999999999998; 142.18396812306256
1727.0000000000002; 142.16741306147068
1728.0000000000002; 142.13715827408242
1728.9999999999998; 142.09946261960985
1729.9999999999998; 142.0605849567648
1730.9999999999998; 142.02676477114474
1732.0000000000002; 142.00091681189875
1733.0000000000002; 141.97888960083662
1733.9999999999998; 141.95562778772984
1734.9999999999998; 141.92607602234983
1735.9999999999998; 141.88517895446816
1737.0000000000002; 141.829592511314
1738.0000000000002; 141.76448553741693
1738.9999999999998; 141.69766891777954
1739.9999999999998; 141.6369543534053
1740.9999999999998; 141.59015354529748
1742.0000000000002; 141.56440613526297
1743.0000000000002; 141.55815626553047
1743.9999999999998; 141.56378827935393
1744.9999999999998; 141.5735632465445
1745.9999999999998; 141.57974223691338
1747.0000000000002; 141.57467350114754
1748.0000000000002; 141.55542923336105
1748.9999999999998; 141.52612625108586
1749.9999999999998; 141.49145605047758
1750.9999999999998; 141.45611012769223
1752.0000000000002; 141.42477966822253
1753.0000000000002; 141.40026876960192
1753.9999999999998; 141.37903427806026
1754.9999999999998; 141.35619998036165
1755.9999999999998; 141.32688966327058
1757.0000000000002; 141.28622711355126
1758.0000000000002; 141.23035872076386
1758.9999999999998; 141.16381311682872
1759.9999999999998; 141.0952246828268
1760.9999999999998; 141.03325593434656
1762.0000000000002; 140.98656938697627
1763.0000000000002; 140.96346320337534
1763.9999999999998; 140.96293373363744
1764.9999999999998; 140.9741326814381
1765.9999999999998; 140.98573872125567
1767.0000000000002; 140.98643052756873
1768.0000000000002; 140.96491279120104
1768.9999999999998; 140.91631530478972
1769.9999999999998; 140.85057788761964
1770.9999999999998; 140.779719961394
1772.0000000000002; 140.7157609478157
1773.0000000000002; 140.67072026858804
1773.9999999999998; 140.65369456192613
1774.9999999999998; 140.65790168268217
1775.9999999999998; 140.67119284080977
1777.0000000000002; 140.68141503981306
1778.0000000000002; 140.6764152831961
1778.9999999999998; 140.6449480315979
1779.9999999999998; 140.58888916575546
1780.9999999999998; 140.51998680051508
1782.0000000000002; 140.4502301353627
1783.0000000000002; 140.39160836978422
1783.9999999999998; 140.35598542854186
1784.9999999999998; 140.34686050143205
1785.9999999999998; 140.35425463918503
1787.0000000000002; 140.3669674051476
1788.0000000000002; 140.37379836266655
1789.0000000000002; 140.3635471538674
1789.9999999999998; 140.32853757345228
1790.9999999999998; 140.274017091271
1792.0000000000002; 140.20819488965552
1793.0000000000002; 140.13928015093774
1794.0000000000002; 140.07548205744962
1794.9999999999998; 140.024243051293
1795.9999999999998; 139.9860844681732
1796.9999999999998; 139.95785624873892
1798.0000000000002; 139.93637462391163
1799.0000000000002; 139.91845582461278
1799.9999999999998; 139.90093964218497
1800.9999999999998; 139.88136248329087
1801.9999999999998; 139.8580560048085
1803.0000000000002; 139.82939525952133
1804.0000000000002; 139.79375530021275
1804.9999999999998; 139.74951466249863
1805.9999999999998; 139.69637770287335
1806.9999999999998; 139.63736658782355
1808.0000000000002; 139.57601403409518
1809.0000000000002; 139.51585275843433
1809.9999999999998; 139.46041547758705
1810.9999999999998; 139.41282539030078
1811.9999999999998; 139.3737738238784
1813.0000000000002; 139.34305792307288
1814.0000000000002; 139.3204734505142
1814.9999999999998; 139.3058161688322
1815.9999999999998; 139.29880029143806
1816.9999999999998; 139.29781609419737
1818.0000000000002; 139.30017888646807
1819.0000000000002; 139.30317290098498
1819.9999999999998; 139.3040823704826
1820.9999999999998; 139.30019754028106
1821.9999999999998; 139.28931444114377
1823.0000000000002; 139.27011027527308
1824.0000000000002; 139.24135066670308
1824.9999999999998; 139.2018012394679
1825.9999999999998; 139.1502276176015
1826.9999999999998; 139.08687669965377
1828.0000000000002; 139.01792048223808
1829.0000000000002; 138.95101223648348
1829.9999999999998; 138.89380523351906
1830.9999999999998; 138.85395274447396
1831.9999999999998; 138.83799906303233
1833.0000000000002; 138.84143692205205
1834.0000000000002; 138.85341554580066
1834.9999999999998; 138.86300874932388
1835.9999999999998; 138.85929034766744
1836.9999999999998; 138.83161100599384
1838.0000000000002; 138.77889786760747
1839.0000000000002; 138.71187254464354
1839.9999999999998; 138.64198314099585
1840.9999999999998; 138.5806777605578
1841.9999999999998; 138.53939647735848
1843.0000000000002; 138.52438434037197
1844.0000000000002; 138.52775770294141
1844.9999999999998; 138.53925369924147
1845.9999999999998; 138.54860946344675
1846.9999999999998; 138.54556212973182
1848.0000000000002; 138.52135968241845
1849.0000000000002; 138.4770683629387
1849.9999999999998; 138.41767785930458
1850.9999999999998; 138.34818816612952
1851.9999999999998; 138.2735992780265
1853.0000000000002; 138.19884339002957
1854.0000000000002; 138.12761023825044
1854.9999999999998; 138.0625012020755
1855.9999999999998; 138.00608085127456
1856.9999999999998; 137.9609137556177
1858.0000000000002; 137.9295481487363
1859.0000000000002; 137.9127530621292
1859.9999999999998; 137.90794347602375
1860.9999999999998; 137.9121627991242
1861.9999999999998; 137.92245444013477
1863.0000000000002; 137.93586180775992
1864.0000000000002; 137.94941560062017
1865.0000000000002; 137.96009105584434
1865.9999999999998; 137.96484828678598
1866.9999999999998; 137.96064740646048
1867.9999999999998; 137.94444852788322
1869.0000000000002; 137.91352013488984
1870.0000000000002; 137.86853333737224
1870.9999999999998; 137.8122709659139
1871.9999999999998; 137.74754747735145
1872.9999999999998; 137.67717732852145
1874.0000000000002; 137.6039876513779
1875.0000000000002; 137.53132461436343
1875.9999999999998; 137.46322424960704
1876.9999999999998; 137.40377029914416
1877.9999999999998; 137.3570465050101
1879.0000000000002; 137.327134706959
1880.0000000000002; 137.3156897887132
1880.9999999999998; 137.31718577709321
1881.9999999999998; 137.3247749295182
1882.9999999999998; 137.33160950340752
1884.0000000000002; 137.33084175618023
1885.0000000000002; 137.31666660414774
1885.9999999999998; 137.29070432812634
1886.9999999999998; 137.25779658888467
1887.9999999999998; 137.22279809111456
1889.0000000000002; 137.19056353950768
1890.0000000000002; 137.16568075434498
1890.9999999999998; 137.14718317855196
1891.9999999999998; 137.12885614609408
1892.9999999999998; 137.10427942198393
1894.0000000000002; 137.0670327712339
1895.0000000000002; 137.01072701526135
1895.9999999999998; 136.9335051255076
1896.9999999999998; 136.84276285005183
1897.9999999999998; 136.7470247417551
1899.0000000000002; 136.65481535347837
1900.0000000000002; 136.57465923808272
1900.9999999999998; 136.51346484833385
1901.9999999999998; 136.47044571137576
1902.9999999999998; 136.4425275921708
1904.0000000000002; 136.4266358790572
1905.0000000000002; 136.41969596037316
1905.9999999999998; 136.41866547859863
1906.9999999999998; 136.4208974594262
1907.9999999999998; 136.4240100623705
1909.0000000000002; 136.4256263400189
1910.0000000000002; 136.42336934495867
1910.9999999999998; 136.41488319771162
1911.9999999999998; 136.39884766317223
1912.9999999999998; 136.37542860259654
1914.0000000000002; 136.3449067348995
1915.0000000000002; 136.30756277899627
1915.9999999999998; 136.26367751552988
1916.9999999999998; 136.21373158737626
1917.9999999999998; 136.15884961341325
1919.0000000000002; 136.10028566539322
1920.0000000000002; 136.0392938150687
1920.9999999999998; 135.97712813419187
1921.9999999999998; 135.91501072033455
1922.9999999999998; 135.85391370556388
1924.0000000000002; 135.79469161047157
1925.0000000000002; 135.73819827033174
1925.9999999999998; 135.6852875204184
1926.9999999999998; 135.63682571058828
1927.9999999999998; 135.59397706190114
1929.0000000000002; 135.5582093511008
1930.0000000000002; 135.5310040065373
1930.9999999999998; 135.51384245656067
1931.9999999999998; 135.50819462901362
1932.9999999999998; 135.51318001040858
1934.0000000000002; 135.52271635415036
1935.0000000000002; 135.5300241115647
1935.9999999999998; 135.52832373397735
1936.9999999999998; 135.510835672714
1937.9999999999998; 135.47255181923052
1939.0000000000002; 135.4176722636518
1940.0000000000002; 135.35337971849236
1941.0000000000002; 135.2868584265031
1941.9999999999998; 135.22529263043515
1942.9999999999998; 135.17543540191383
1943.9999999999998; 135.13814549009538
1945.0000000000002; 135.1100133119252
1946.0000000000002; 135.08753396866933
1946.9999999999998; 135.06720256159403
1947.9999999999998; 135.04554005251936
1948.9999999999998; 135.0206190364946
1950.0000000000002; 134.9929171400748
1951.0000000000002; 134.9631188742456
1951.9999999999998; 134.93190874999243
1952.9999999999998; 134.89997127942902
1953.9999999999998; 134.86800656316493
1955.0000000000002; 134.83676944540514
1956.0000000000002; 134.8070267809411
1956.9999999999998; 134.77954542456442
1957.9999999999998; 134.75509223106658
1958.9999999999998; 134.73411170115185
1960.0000000000002; 134.71427631917172
1961.0000000000002; 134.69184541838527
1961.9999999999998; 134.66306706864063
1962.9999999999998; 134.6241893397862
1963.9999999999998; 134.57165716952574
1965.0000000000002; 134.5073180005903
1966.0000000000002; 134.43895753791014
1966.9999999999998; 134.37466580610186
1967.9999999999998; 134.32253282978206
1968.9999999999998; 134.29063263780216
1970.0000000000002; 134.28218379453097
1971.0000000000002; 134.28874495137842
1971.9999999999998; 134.30016046362618
1972.9999999999998; 134.30627468655587
1973.9999999999998; 134.2969319754492
1975.0000000000002; 134.26405928390676
1976.0000000000002; 134.2114111084105
1976.9999999999998; 134.14691194071514
1977.9999999999998; 134.07849097028287
1978.9999999999998; 134.01407738657585
1980.0000000000002; 133.96121442577126
1981.0000000000002; 133.92153562051735
1981.9999999999998; 133.89205531110548
1982.9999999999998; 133.8696649080014
1983.9999999999998; 133.85125582167072
1985.0000000000002; 133.83372633609687
1986.0000000000002; 133.81448830526335
1986.9999999999998; 133.79181397522285
1987.9999999999998; 133.76405767345165
1988.9999999999998; 133.72957372742604
1990.0000000000002; 133.68671646725332
1991.0000000000002; 133.6347426921326
1991.9999999999998; 133.5763655271688
1992.9999999999998; 133.51512541079265
1993.9999999999998; 133.45456278143473
1995.0000000000002; 133.39821807752557
1996.0000000000002; 133.34939361380466
1996.9999999999998; 133.30913398952575
1997.9999999999998; 133.27723787221072
1998.9999999999998; 133.25349086305826
2000.0000000000002; 133.23767856326717
2001.0000000000002; 133.2295527606553
2001.9999999999998; 133.2277853450984
2002.9999999999998; 133.22976776136866
2003.9999999999998; 133.2328171662404
2005.0000000000002; 133.23425071648836
2006.0000000000002; 133.23138624209653
2006.9999999999998; 133.2218707988127
2007.9999999999998; 133.2042102128224
2008.9999999999998; 133.17704857343136
2010.0000000000002; 133.1390299699455
2011.0000000000002; 133.0887984916707
2011.9999999999998; 133.02598418647648
2012.9999999999998; 132.95634102063985
2013.9999999999998; 132.8879706794844
2014.9999999999998; 132.82897964901224
2016.0000000000002; 132.78747441522552
2016.9999999999998; 132.77093777410977
2017.9999999999998; 132.77610245631038
2018.9999999999998; 132.79063483468363
2019.9999999999998; 132.8019173995113
2021.0000000000002; 132.79733264107483
2022.0000000000002; 132.76434735582373
2022.9999999999998; 132.69846730635507
2023.9999999999998; 132.6097654244742
2024.9999999999998; 132.50985105705914
2026.0000000000002; 132.41033355098776
2027.0000000000002; 132.32282225313816
2027.9999999999998; 132.2565854809324
2028.9999999999998; 132.21111126601107
2029.9999999999998; 132.18333394401944
2031.0000000000002; 132.17018784315744
2032.0000000000002; 132.16860729162505
2032.9999999999998; 132.17539017243035
2033.9999999999998; 132.18590412582913
2034.9999999999998; 132.1946630768973
2036.0000000000002; 132.19616952475823
2037.0000000000002; 132.1849259685355
2037.9999999999998; 132.1555696746017
2038.9999999999998; 132.10780190290652
2039.9999999999998; 132.04780268682995
2041.0000000000002; 131.98217517808217
2042.0000000000002; 131.91752252837318
2042.9999999999998; 131.86044553450247
2043.9999999999998; 131.8154546192097
2044.9999999999998; 131.78113118440493
2046.0000000000002; 131.75501264772043
2047.0000000000002; 131.7346364267886
2047.9999999999998; 131.7175399392416
2049; 131.70121916035325
2050; 131.68288819210483
2051; 131.65964375774905
2052; 131.62858219384785
2053; 131.58679983696334
2054; 131.53167133919118
2055; 131.4660021896323
2056; 131.39753873773333
2057; 131.33420737841521
2058; 131.28393450659885
2059; 131.25460096343326
2060; 131.24837223748872
2061; 131.25620266596704
2062; 131.26774285621855
2063; 131.27264341559362
2064; 131.2605549514426
2065; 131.22393107354347
2066; 131.16800132300534
2067; 131.10163324746904
2068; 131.03369465781742
2069; 130.97305336493335
2070; 130.92780991361747
2071; 130.89714538046206
2072; 130.87448634644156
2073; 130.85316348427006
2074; 130.82650746666164
2075; 130.78795755060466
2076; 130.7358155063597
2077; 130.67509795669235
2078; 130.61131271746592
2079; 130.5499676045438
2080; 130.49656949484844
2081; 130.45479515229462
2082; 130.42267126446833
2083; 130.3971375775994
2084; 130.37513383791773
2085; 130.35359979165332
2086; 130.32978265481427
2087; 130.30322330604469
2088; 130.27449903230624
2089; 130.24419219161717
2090; 130.21288514199597
2091; 130.1811634708905
2092; 130.14968457500743
2093; 130.11917631558842
2094; 130.09036951433012
2095; 130.06399499292937
2096; 130.04077631905798
2097; 130.0201921536814
2098; 129.9990752957719
2099; 129.9739201005244
2100; 129.9412209231339
2101; 129.8974721187953
2102; 129.84058400194212
2103; 129.77551071490564
2104; 129.7093924988289
2105; 129.64937027003666
2106; 129.6025849448539
2107; 129.57558335417502
2108; 129.56722570004283
2109; 129.57101545654928
2110; 129.58034712679608
2111; 129.58861521388485
2112; 129.58926635963698
2113; 129.57857237091775
2114; 129.55701810754965
2115; 129.52543211720527
2116; 129.48464294755703
2117; 129.4354792262432
2118; 129.37925532328688
2119; 129.31891941119093
2120; 129.2577627961634
2121; 129.1990767844127
2122; 129.14615268214703
2123; 129.10190539132915
2124; 129.06616444038053
2125; 129.03724809506923
2126; 129.01346426528715
2127; 128.9931208609262
2128; 128.97450789321073
2129; 128.9554584261647
2130; 128.93332191015216
2131; 128.9054245581984
2132; 128.86909258332895
2133; 128.82166213014597
2134; 128.76292208554898
2135; 128.69831497117255
2136; 128.6340771838243
2137; 128.57644512031177
2138; 128.53165517744247
2139; 128.50472788044155
2140; 128.49407821514444
2141; 128.49588865476548
2142; 128.50633992264505
2143; 128.52161274212366
2144; 128.5379088220823
2145; 128.55173331283487
2146; 128.55981966657464
2147; 128.558906910735
2148; 128.54573407274927
2149; 128.5170824384178
2150; 128.47255493248286
2151; 128.41630100055232
2152; 128.3528821271549
2153; 128.28685979681936
2154; 128.22279546466964
2155; 128.16393517275014
2156; 128.10870111653307
2157; 128.05441001286752
2158; 127.9983785786028
2159; 127.93792353058808
2160; 127.87095751834727
2161; 127.80077247539589
2162; 127.73351384963388
2163; 127.67535328913556
2164; 127.6324624419754
2165; 127.6107730436074
2166; 127.60912328871837
2167; 127.61825344526915
2168; 127.62846188651028
2169; 127.63004698569222
2170; 127.61331909076728
2171; 127.57314699747985
2172; 127.5158068220334
2173; 127.4493300585568
2174; 127.38174820117874
2175; 127.32109274402802
2176; 127.27407978491019
2177; 127.23961410499001
2178; 127.21372831756074
2179; 127.19245059645283
2180; 127.17180911549696
2181; 127.14801637371875
2182; 127.12027735800689
2183; 127.09022679541201
2184; 127.05956965528424
2185; 127.0300109069741
2186; 127.00323704029515
2187; 126.97938002564754
2188; 126.95586357417548
2189; 126.92983963464712
2190; 126.8984601558306
2191; 126.85887708649409
2192; 126.8093064496741
2193; 126.75222056548063
2194; 126.69115582829215
2195; 126.62964863248703
2196; 126.57123537244377
2197; 126.51930129736698
2198; 126.47572541294886
2199; 126.44152215300727
2200; 126.41769567365776
2201; 126.40525013101589
2202; 126.40508379828378
2203; 126.41443236973308
2204; 126.42602067745827
2205; 126.43229570261883
2206; 126.4257044263741
2207; 126.39870060130323
2208; 126.34811883782965
2209; 126.28270818498447
2210; 126.21322403841864
2211; 126.15042179378287
2212; 126.10505684672813
2213; 126.08574439915247
2214; 126.08719160749288
2215; 126.09854787259005
2216; 126.10894799547583
2217; 126.10752677718219
2218; 126.08394704592126
2219; 126.0375479743289
2220; 125.97614492233754
2221; 125.90783992537385
2222; 125.84073501886454
2223; 125.7828991217437
2224; 125.73879436828574
2225; 125.70608358623565
2226; 125.68167635645085
2227; 125.66248225978867
2228; 125.6454108771064
2229; 125.62755477802301
2230; 125.60680501861592
2231; 125.581270393963
2232; 125.5490597040095
2233; 125.5082817487006
2234; 125.45738220770036
2235; 125.39852395968848
2236; 125.33617683272604
2237; 125.27484520497615
2238; 125.21903345460174
2239; 125.17316278605713
2240; 125.13824850316826
2241; 125.11077904659538
2242; 125.08692978613837
2243; 125.06287609159705
2244; 125.03479480634863
2245; 125.00074278353003
2246; 124.96433943319425
2247; 124.93022805678004
2248; 124.90305195572626
2249; 124.88745443147167
2250; 124.88689904215931
2251; 124.89644772574897
2252; 124.90751750676725
2253; 124.91151065085785
2254; 124.89982942366439
2255; 124.86434696613759
2256; 124.80673623906296
2257; 124.73792966094581
2258; 124.66922234417686
2259; 124.61190940114682
2260; 124.57723757814404
2261; 124.56939541773957
2262; 124.57816152856202
2263; 124.59155656019968
2264; 124.59760116224086
2265; 124.58431598427376
2266; 124.54306533173616
2267; 124.48113404812199
2268; 124.41054027867028
2269; 124.34330294784263
2270; 124.29144098010045
2271; 124.26588630658381
2272; 124.26424609170573
2273; 124.2751922537395
2274; 124.2872318100454
2275; 124.28887177798384
2276; 124.26878439920586
2277; 124.22376390794494
2278; 124.16225917968075
2279; 124.09361985571542
2280; 124.02719557735125
2281; 123.97233492029946
2282; 123.93493629804001
2283; 123.90978135803653
2284; 123.8894170413158
2285; 123.86639028890443
2286; 123.83324804182928
2287; 123.78378461351565
2288; 123.72154593771978
2289; 123.65466619111567
2290; 123.59130628589668
2291; 123.53962713425622
2292; 123.5074925538145
2293; 123.49569493838504
2294; 123.4978203091294
2295; 123.50713059984326
2296; 123.5168877443223
2297; 123.52036352845172
2298; 123.51284328046117
2299; 123.49406847464104
2300; 123.46437794001932
2301; 123.42411050562367
2302; 123.37360500048197
2303; 123.3138401231185
2304; 123.2491207050414
2305; 123.18482894360051
2306; 123.12634758888885
2307; 123.0790593909997
2308; 123.04799212951573
2309; 123.03332096163876
2310; 123.0317070521607
2311; 123.03973309527734
2312; 123.05398178518442
2313; 123.07103212531561
2314; 123.08724167337508
2315; 123.09862474618646
2316; 123.10116613447613
2317; 123.09085062897054
2318; 123.06366317370237
2319; 123.0177074063879
2320; 122.95852738157024
2321; 122.8932995597506
2322; 122.82920040143028
2323; 122.77340636711071
2324; 122.73213696948383
2325; 122.70338264929799
2326; 122.68093873423922
2327; 122.65856711517182
2328; 122.63002968296036
2329; 122.58928304257356
2330; 122.53562720014457
2331; 122.47423545891382
2332; 122.4105821125249
2333; 122.35014145462134
2334; 122.29838003621893
2335; 122.25841415788904
2336; 122.22771622851911
2337; 122.20292886506795
2338; 122.18069468449428
2339; 122.15765630375691
2340; 122.131050755832
2341; 122.10149089555767
2342; 122.07077977943521
2343; 122.04072180478735
2344; 122.01312136893677
2345; 121.98958479744215
2346; 121.96868554777052
2347; 121.94662650143022
2348; 121.91954745217163
2349; 121.88358819374503
2350; 121.83494182812404
2351; 121.77378449851386
2352; 121.70696520106509
2353; 121.64196952225484
2354; 121.5862830485602
2355; 121.54739135878967
2356; 121.53014973648317
2357; 121.52933981527758
2358; 121.5373319791102
2359; 121.5464966119184
2360; 121.54920409763955
2361; 121.53859915022929
2362; 121.51516811716516
2363; 121.48344886358782
2364; 121.44802174367459
2365; 121.41346711160298
2366; 121.38424037547182
2367; 121.36080654046958
2368; 121.33889915368263
2369; 121.31397725566262
2370; 121.28149988696111
2371; 121.23693216285028
2372; 121.17870997377247
2373; 121.11301834215189
2374; 121.04728991040568
2375; 120.98895732095102
2376; 120.9454532162051
2377; 120.92273378751844
2378; 120.9175847943429
2379; 120.92327633896389
2380; 120.93307133475707
2381; 120.94023269509819
2382; 120.93825808291552
2383; 120.92469135870522
2384; 120.90048885290443
2385; 120.86671374599706
2386; 120.824429218467
2387; 120.774703396326
2388; 120.71907598354994
2389; 120.65994121638587
2390; 120.59978345952248
2391; 120.54108707764857
2392; 120.48633643545287
2393; 120.4378271284908
2394; 120.39706611804115
2395; 120.36535444786296
2396; 120.34399316111461
2397; 120.33428330095464
2398; 120.33702152269396
2399; 120.3477173985778
2400; 120.35872462883995
2401; 120.36235467615774
2402; 120.35091900320833
2403; 120.31693721692037
2404; 120.26075012082691
2405; 120.19270480302467
2406; 120.1238018460499
2407; 120.06504183243916
2408; 120.02741944532818
2409; 120.01669267031096
2410; 120.02376641505737
2411; 120.03693025153916
2412; 120.0444737517281
2413; 120.03468648759582
2414; 119.99801415908976
2415; 119.9395675313744
2416; 119.87056425081917
2417; 119.80224208220599
2418; 119.7458387903167
2419; 119.71208138276995
2420; 119.70173034154607
2421; 119.70647881494051
2422; 119.71768953664866
2423; 119.72672524036622
2424; 119.72498229968892
2425; 119.70807768033134
2426; 119.67990739929303
2427; 119.64533023341372
2428; 119.6092049595334
2429; 119.57639035449188
2430; 119.55035869187901
2431; 119.52826263951499
2432; 119.5054553277561
2433; 119.47728975674599
2434; 119.43911892662828
2435; 119.38689956007721
2436; 119.32360665418412
2437; 119.25674312501951
2438; 119.19388735397007
2439; 119.14261772242256
2440; 119.11038070724354
2441; 119.09871596790205
2442; 119.10100618713983
2443; 119.1100373628625
2444; 119.11859549297546
2445; 119.11946767553002
2446; 119.10758533026575
2447; 119.08450000429275
2448; 119.05303680100627
2449; 119.01602082380171
2450; 118.97627717607429
2451; 118.93656675339756
2452; 118.89917147392248
2453; 118.86615682633163
2454; 118.83958724033704
2455; 118.82152714565063
2456; 118.81388878380918
2457; 118.81520035606255
2458; 118.8206693939969
2459; 118.82536391656788
2460; 118.8243519427312
2461; 118.81271911731773
2462; 118.78857596735108
2463; 118.75646195206735
2464; 118.7217388835345
2465; 118.6897685738204
2466; 118.66591283499307
2467; 118.65425998136513
2468; 118.65256318795133
2469; 118.6566094771726
2470; 118.66218526419891
2471; 118.66507696420018
2472; 118.66121812324087
2473; 118.64844595396502
2474; 118.62592431352746
2475; 118.59284404678334
2476; 118.54839599858741
2477; 118.49182894087352
2478; 118.42553045601721
2479; 118.35656890589206
